"","X","Pontos","Nome","Semente","Destino","Enterrada","Distancia","D2","D3","D4","Mudanca","Data","N","Sessenta"
"563",585,"AFV06","Muro","C6","D","S","31.8","0","0",0,"N","2017/05/25",585,7.23
"564",505,"AFV06","Muro","C6","D","S","31.8","0","0",0,"N","2017/06/01",505,7.23
"565",555,"AFV06","Muro","C6","N","S","33","20","0",0,"N","2017/06/15",555,7.23
"566",595,"AFV06","Muro","C6","N","S","33","20","0",0,"N","2017/06/29",595,7.23
"567",545,"AFV06","Muro","C6","N","S","33","20","0",0,"N","2017/07/13",545,7.23
"568",565,"AFV06","Muro","C6","N","S","33","20","0",0,"N","2017/08/15",565,7.23
"569",516,"AFV06","Muro","C7","N","N","0","0","0",0,"N","2017/05/05",516,7.23
"570",526,"AFV06","Muro","C7","N","N","0","0","0",0,"N","2017/05/07",526,7.23
"571",536,"AFV06","Muro","C7","N","N","0","0","0",0,"N","2017/05/11",536,7.23
"572",576,"AFV06","Muro","C7","N","N","0","0","0",0,"N","2017/05/18",576,7.23
"573",586,"AFV06","Muro","C7","N","N","0","0","0",0,"N","2017/05/25",586,7.23
"574",506,"AFV06","Muro","C7","N","N","0","0","0",0,"N","2017/06/01",506,7.23
"575",556,"AFV06","Muro","C7","P","N","6","0","0",0,"S","2017/06/15",556,7.23
"576",596,"AFV06","Muro","C7","P","N","6","0","0",0,"N","2017/06/29",596,7.23
"577",546,"AFV06","Muro","C7","P","N","6","0","0",0,"N","2017/07/13",546,7.23
"578",566,"AFV06","Muro","C7","P","N","6","0","0",0,"N","2017/08/15",566,7.23
"579",517,"AFV06","Muro","C8","N","N","0","0","0",0,"N","2017/05/05",517,7.23
"580",527,"AFV06","Muro","C8","N","N","0","0","0",0,"N","2017/05/07",527,7.23
"581",537,"AFV06","Muro","C8","N","N","0","0","0",0,"N","2017/05/11",537,7.23
"582",577,"AFV06","Muro","C8","N","N","0","0","0",0,"N","2017/05/18",577,7.23
"583",587,"AFV06","Muro","C8","N","N","0","0","0",0,"N","2017/05/25",587,7.23
"584",507,"AFV06","Muro","C8","N","N","0","0","0",0,"N","2017/06/01",507,7.23
"585",557,"AFV06","Muro","C8","P","N","6","0","0",0,"S","2017/06/15",557,7.23
"586",597,"AFV06","Muro","C8","P","N","6","0","0",0,"N","2017/06/29",597,7.23
"587",547,"AFV06","Muro","C8","P","N","6","0","0",0,"N","2017/07/13",547,7.23
"588",567,"AFV06","Muro","C8","P","N","6","0","0",0,"N","2017/08/15",567,7.23
"589",518,"AFV06","Muro","C9","N","N","0","0","0",0,"N","2017/05/05",518,7.23
"590",528,"AFV06","Muro","C9","N","N","0","0","0",0,"N","2017/05/07",528,7.23
"591",538,"AFV06","Muro","C9","N","N","0","0","0",0,"N","2017/05/11",538,7.23
"592",578,"AFV06","Muro","C9","N","N","0","0","0",0,"N","2017/05/18",578,7.23
"593",588,"AFV06","Muro","C9","N","N","0","0","0",0,"N","2017/05/25",588,7.23
"594",508,"AFV06","Muro","C9","N","N","0","0","0",0,"N","2017/06/01",508,7.23
"595",558,"AFV06","Muro","C9","P","N","6","0","0",0,"S","2017/06/15",558,7.23
"596",598,"AFV06","Muro","C9","P","N","6","0","0",0,"N","2017/06/29",598,7.23
"597",548,"AFV06","Muro","C9","P","N","6","0","0",0,"N","2017/07/13",548,7.23
"598",568,"AFV06","Muro","C9","P","N","6","0","0",0,"N","2017/08/15",568,7.23
"599",609,"AFV07","Lago das Fadas","C1","N","N","0","0","0",0,"N","2017/05/05",609,18.96
"600",620,"AFV07","Lago das Fadas","C1","N","N","0","0","0",0,"N","2017/05/07",620,18.96
"601",631,"AFV07","Lago das Fadas","C1","D","N","0.8","0","0",0,"S","2017/05/11",631,18.96
"602",671,"AFV07","Lago das Fadas","C1","D","N","0.8","0","0",0,"N","2017/05/18",671,18.96
"603",681,"AFV07","Lago das Fadas","C1","D","N","0.8","0","0",0,"N","2017/05/25",681,18.96
"604",599,"AFV07","Lago das Fadas","C1","D","N","0.8","0","0",0,"N","2017/06/01",599,18.96
"605",651,"AFV07","Lago das Fadas","C1","D","N","0.8","0","0",0,"N","2017/06/15",651,18.96
"606",691,"AFV07","Lago das Fadas","C1","D","N","0.8","0","0",0,"N","2017/06/29",691,18.96
"607",641,"AFV07","Lago das Fadas","C1","D","N","0.8","0","0",0,"N","2017/07/13",641,18.96
"608",661,"AFV07","Lago das Fadas","C1","D","N","0.8","0","0",0,"N","2017/08/15",661,18.96
"609",610,"AFV07","Lago das Fadas","C10","N","N","0","0","0",0,"N","2017/05/05",610,18.96
"610",621,"AFV07","Lago das Fadas","C10","N","N","5.2","0","0",0,"S","2017/05/07",621,18.96
"611",632,"AFV07","Lago das Fadas","C10","D","N","5.2","0","0",0,"N","2017/05/11",632,18.96
"612",672,"AFV07","Lago das Fadas","C10","D","N","5.2","0","0",0,"N","2017/05/18",672,18.96
"613",682,"AFV07","Lago das Fadas","C10","D","N","5.2","0","0",0,"N","2017/05/25",682,18.96
"614",600,"AFV07","Lago das Fadas","C10","D","N","5.2","0","0",0,"N","2017/06/01",600,18.96
"615",652,"AFV07","Lago das Fadas","C10","D","N","5.2","0","0",0,"N","2017/06/15",652,18.96
"616",692,"AFV07","Lago das Fadas","C10","D","N","5.2","0","0",0,"N","2017/06/29",692,18.96
"617",642,"AFV07","Lago das Fadas","C10","D","N","5.2","0","0",0,"N","2017/07/13",642,18.96
"618",662,"AFV07","Lago das Fadas","C10","D","N","5.2","0","0",0,"N","2017/08/15",662,18.96
"619",611,"AFV07","Lago das Fadas","C2","N","N","0","0","0",0,"N","2017/05/05",611,18.96
"620",622,"AFV07","Lago das Fadas","C2","N","N","0","0","0",0,"N","2017/05/07",622,18.96
"621",633,"AFV07","Lago das Fadas","C2","D","N","0.9","0","0",0,"S","2017/05/11",633,18.96
"622",673,"AFV07","Lago das Fadas","C2","D","N","0.9","0","0",0,"N","2017/05/18",673,18.96
"623",683,"AFV07","Lago das Fadas","C2","D","N","0.9","0","0",0,"N","2017/05/25",683,18.96
"624",601,"AFV07","Lago das Fadas","C2","D","N","0.9","0","0",0,"N","2017/06/01",601,18.96
"625",653,"AFV07","Lago das Fadas","C2","D","N","0.9","0","0",0,"N","2017/06/15",653,18.96
"626",693,"AFV07","Lago das Fadas","C2","D","N","0.9","0","0",0,"N","2017/06/29",693,18.96
"627",643,"AFV07","Lago das Fadas","C2","D","N","0.9","0","0",0,"N","2017/07/13",643,18.96
"628",663,"AFV07","Lago das Fadas","C2","D","N","0.9","0","0",0,"N","2017/08/15",663,18.96
"629",612,"AFV07","Lago das Fadas","C3","N","N","0","0","0",0,"N","2017/05/05",612,18.96
"630",623,"AFV07","Lago das Fadas","C3","D","N","31","0","0",0,"S","2017/05/07",623,18.96
"631",634,"AFV07","Lago das Fadas","C3","D","N","32","2","0",0,"S","2017/05/11",634,18.96
"632",674,"AFV07","Lago das Fadas","C3","D","N","32","2","0",0,"N","2017/05/18",674,18.96
"633",684,"AFV07","Lago das Fadas","C3","D","N","32","2","0",0,"N","2017/05/25",684,18.96
"634",602,"AFV07","Lago das Fadas","C3","D","N","32","2","0",0,"N","2017/06/01",602,18.96
"635",654,"AFV07","Lago das Fadas","C3","D","N","32","2","0",0,"N","2017/06/15",654,18.96
"636",694,"AFV07","Lago das Fadas","C3","D","N","32","2","0",0,"N","2017/06/29",694,18.96
"637",644,"AFV07","Lago das Fadas","C3","D","N","32","2","0",0,"N","2017/07/13",644,18.96
"638",664,"AFV07","Lago das Fadas","C3","D","N","32","2","0",0,"N","2017/08/15",664,18.96
"639",613,"AFV07","Lago das Fadas","C4","N","N","0","0","0",0,"N","2017/05/05",613,18.96
"640",624,"AFV07","Lago das Fadas","C4","N","N","0","0","0",0,"N","2017/05/07",624,18.96
"641",635,"AFV07","Lago das Fadas","C4","D","N","2.4","0","0",0,"S","2017/05/11",635,18.96
"642",675,"AFV07","Lago das Fadas","C4","D","N","2.4","0","0",0,"N","2017/05/18",675,18.96
"643",685,"AFV07","Lago das Fadas","C4","D","N","2.4","0","0",0,"N","2017/05/25",685,18.96
"644",603,"AFV07","Lago das Fadas","C4","D","N","2.4","0","0",0,"N","2017/06/01",603,18.96
"645",655,"AFV07","Lago das Fadas","C4","D","N","2.4","0","0",0,"N","2017/06/15",655,18.96
"646",695,"AFV07","Lago das Fadas","C4","D","N","2.4","0","0",0,"N","2017/06/29",695,18.96
"647",645,"AFV07","Lago das Fadas","C4","D","N","2.4","0","0",0,"N","2017/07/13",645,18.96
"648",665,"AFV07","Lago das Fadas","C4","D","N","2.4","0","0",0,"N","2017/08/15",665,18.96
"649",614,"AFV07","Lago das Fadas","C5","N","N","0","0","0",0,"N","2017/05/05",614,18.96
"650",625,"AFV07","Lago das Fadas","C5","D","S","16","0","0",0,"S","2017/05/07",625,18.96
"651",636,"AFV07","Lago das Fadas","C5","D","S","16","0","0",0,"N","2017/05/11",636,18.96
"652",676,"AFV07","Lago das Fadas","C5","D","S","16","0","0",0,"N","2017/05/18",676,18.96
"653",686,"AFV07","Lago das Fadas","C5","D","S","16","0","0",0,"N","2017/05/25",686,18.96
"654",604,"AFV07","Lago das Fadas","C5","D","S","16","0","0",0,"N","2017/06/01",604,18.96
"655",656,"AFV07","Lago das Fadas","C5","D","S","16","0","0",0,"N","2017/06/15",656,18.96
"656",696,"AFV07","Lago das Fadas","C5","D","S","16","0","0",0,"N","2017/06/29",696,18.96
"657",646,"AFV07","Lago das Fadas","C5","D","S","16","0","0",0,"N","2017/07/13",646,18.96
"658",666,"AFV07","Lago das Fadas","C5","D","S","16","0","0",0,"N","2017/08/15",666,18.96
"659",615,"AFV07","Lago das Fadas","C6","N","N","0","0","0",0,"N","2017/05/05",615,18.96
"660",626,"AFV07","Lago das Fadas","C6","N","N","0","0","0",0,"N","2017/05/07",626,18.96
"661",637,"AFV07","Lago das Fadas","C6","N","N","0","0","0",0,"N","2017/05/11",637,18.96
"662",677,"AFV07","Lago das Fadas","C6","N","N","0","0","0",0,"N","2017/05/18",677,18.96
"663",687,"AFV07","Lago das Fadas","C6","N","N","0","0","0",0,"N","2017/05/25",687,18.96
"664",605,"AFV07","Lago das Fadas","C6","N","N","0","0","0",0,"N","2017/06/01",605,18.96
"665",657,"AFV07","Lago das Fadas","C6","N","N","0","0","0",0,"N","2017/06/15",657,18.96
"666",697,"AFV07","Lago das Fadas","C6","N","N","0","0","0",0,"N","2017/06/29",697,18.96
"667",647,"AFV07","Lago das Fadas","C6","N","N","0","0","0",0,"N","2017/07/13",647,18.96
"668",667,"AFV07","Lago das Fadas","C6","N","N","0","0","0",0,"N","2017/08/15",667,18.96
"669",616,"AFV07","Lago das Fadas","C7","N","N","0","0","0",0,"N","2017/05/05",616,18.96
"670",617,"AFV07","Restaurante Acima","C7","N","N","0","0","0",0,"N","2017/05/05",617,18.96
"671",627,"AFV07","Lago das Fadas","C7","N","N","0","0","0",0,"N","2017/05/07",627,18.96
"672",628,"AFV07","Restaurante Acima","C7","N","N","0","0","0",0,"N","2017/05/07",628,18.96
"673",638,"AFV07","Lago das Fadas","C7","N","N","0","0","0",0,"N","2017/05/11",638,18.96
"674",678,"AFV07","Lago das Fadas","C7","N","N","0","0","0",0,"N","2017/05/18",678,18.96
"675",688,"AFV07","Lago das Fadas","C7","N","N","0","0","0",0,"N","2017/05/25",688,18.96
"676",606,"AFV07","Lago das Fadas","C7","S","N","0","0","0",0,"S","2017/06/01",606,18.96
"677",658,"AFV07","Lago das Fadas","C7","S","N","0","0","0",0,"N","2017/06/15",658,18.96
"678",698,"AFV07","Lago das Fadas","C7","S","N","0","0","0",0,"N","2017/06/29",698,18.96
"679",648,"AFV07","Lago das Fadas","C7","S","N","0","0","0",0,"N","2017/07/13",648,18.96
"680",668,"AFV07","Lago das Fadas","C7","S","N","0","0","0",0,"N","2017/08/15",668,18.96
"681",618,"AFV07","Lago das Fadas","C8","N","N","0","0","0",0,"N","2017/05/05",618,18.96
"682",629,"AFV07","Lago das Fadas","C8","N","N","0","0","0",0,"N","2017/05/07",629,18.96
"683",639,"AFV07","Lago das Fadas","C8","N","N","0","0","0",0,"N","2017/05/11",639,18.96
"684",679,"AFV07","Lago das Fadas","C8","N","N","0","0","0",0,"N","2017/05/18",679,18.96
"685",689,"AFV07","Lago das Fadas","C8","N","N","0","0","0",0,"N","2017/05/25",689,18.96
"686",607,"AFV07","Lago das Fadas","C8","N","N","0","0","0",0,"N","2017/06/01",607,18.96
"687",659,"AFV07","Lago das Fadas","C8","N","N","0","0","0",0,"N","2017/06/15",659,18.96
"688",699,"AFV07","Lago das Fadas","C8","N","N","0","0","0",0,"N","2017/06/29",699,18.96
"689",649,"AFV07","Lago das Fadas","C8","N","N","0","0","0",0,"N","2017/07/13",649,18.96
"690",669,"AFV07","Lago das Fadas","C8","P","N","0","0","0",0,"S","2017/08/15",669,18.96
"691",619,"AFV07","Lago das Fadas","C9","N","N","0","0","0",0,"N","2017/05/05",619,18.96
"692",630,"AFV07","Lago das Fadas","C9","D","N","1","0","0",0,"S","2017/05/07",630,18.96
"693",640,"AFV07","Lago das Fadas","C9","S","N","11.5","0","0",0,"S","2017/05/11",640,18.96
"694",680,"AFV07","Lago das Fadas","C9","S","N","11.5","0","0",0,"N","2017/05/18",680,18.96
"695",690,"AFV07","Lago das Fadas","C9","S","N","11.5","0","0",0,"N","2017/05/25",690,18.96
"696",608,"AFV07","Lago das Fadas","C9","S","N","11.5","0","0",0,"N","2017/06/01",608,18.96
"697",660,"AFV07","Lago das Fadas","C9","S","N","11.5","0","0",0,"N","2017/06/15",660,18.96
"698",700,"AFV07","Lago das Fadas","C9","S","N","11.5","0","0",0,"N","2017/06/29",700,18.96
"699",650,"AFV07","Lago das Fadas","C9","S","N","11.5","0","0",0,"N","2017/07/13",650,18.96
"700",670,"AFV07","Lago das Fadas","C9","S","N","11.5","0","0",0,"N","2017/08/15",670,18.96
"701",711,"AFV08","Cercado","C1","D","N","23","0","0",0,"S","2017/05/05",711,65
"702",721,"AFV08","Cercado","C1","D","N","23","0","0",0,"N","2017/05/07",721,65
"703",731,"AFV08","Cercado","C1","D","N","26","5.5","0",0,"S","2017/05/11",731,65
"704",771,"AFV08","Cercado","C1","D","N","26","5.5","0",0,"N","2017/05/18",771,65
"705",781,"AFV08","Cercado","C1","D","N","26","5.5","0",0,"N","2017/05/25",781,65
"706",701,"AFV08","Cercado","C1","RP","N","0.1","5.5","0",0,"S","2017/06/01",701,65
"707",751,"AFV08","Cercado","C1","RP","N","9","5.5","0",0,"N","2017/06/15",751,65
"708",791,"AFV08","Cercado","C1","RP","N","9","5.5","0",0,"N","2017/06/29",791,65
"709",741,"AFV08","Cercado","C1","RP","N","9","5.5","0",0,"N","2017/07/13",741,65
"710",761,"AFV08","Cercado","C1","RP","N","9","5.5","0",0,"N","2017/08/15",761,65
"711",712,"AFV08","Cercado","C10","N","N","0","0","0",0,"N","2017/05/05",712,65
"712",722,"AFV08","Cercado","C10","N","N","0","0","0",0,"N","2017/05/07",722,65
"713",732,"AFV08","Cercado","C10","N","N","0","0","0",0,"N","2017/05/11",732,65
"714",772,"AFV08","Cercado","C10","P","N","5.2","0","0",0,"S","2017/05/18",772,65
"715",782,"AFV08","Cercado","C10","P","N","5.2","0","0",0,"N","2017/05/25",782,65
"716",702,"AFV08","Cercado","C10","P","N","5.2","0","0",0,"N","2017/06/01",702,65
"717",752,"AFV08","Cercado","C10","P","N","5.2","0","0",0,"N","2017/06/15",752,65
"718",792,"AFV08","Cercado","C10","P","N","5.2","0","0",0,"N","2017/06/29",792,65
"719",742,"AFV08","Cercado","C10","P","N","5.2","0","0",0,"N","2017/07/13",742,65
"720",762,"AFV08","Cercado","C10","P","N","5.2","0","0",0,"N","2017/08/15",762,65
"721",713,"AFV08","Cercado","C2","N","N","0","0","0",0,"N","2017/05/05",713,65
"722",723,"AFV08","Cercado","C2","N","N","0","0","0",0,"N","2017/05/07",723,65
"723",733,"AFV08","Cercado","C2","N","N","0","0","0",0,"N","2017/05/11",733,65
"724",773,"AFV08","Cercado","C2","D","S","51.2","0","0",0,"S","2017/05/18",773,65
"725",783,"AFV08","Cercado","C2","D","S","51.2","0","0",0,"N","2017/05/25",783,65
"726",703,"AFV08","Cercado","C2","RP","S","51.2","0","0",0,"S","2017/06/01",703,65
"727",753,"AFV08","Cercado","C2","RP","S","51.2","0","0",0,"N","2017/06/15",753,65
"728",793,"AFV08","Cercado","C2","RP","S","51.2","0","0",0,"N","2017/06/29",793,65
"729",743,"AFV08","Cercado","C2","RP","S","51.2","0","0",0,"N","2017/07/13",743,65
"730",763,"AFV08","Cercado","C2","RP","S","51.2","0","0",0,"N","2017/08/15",763,65
"731",714,"AFV08","Cercado","C3","N","N","0","0","0",0,"N","2017/05/05",714,65
"732",724,"AFV08","Cercado","C3","N","N","0","0","0",0,"N","2017/05/07",724,65
"733",734,"AFV08","Cercado","C3","P","N","22.5","0","0",0,"S","2017/05/11",734,65
"734",774,"AFV08","Cercado","C3","P","N","22.5","0","0",0,"N","2017/05/18",774,65
"735",784,"AFV08","Cercado","C3","P","N","22.5","0","0",0,"N","2017/05/25",784,65
"736",704,"AFV08","Cercado","C3","P","N","22.5","0","0",0,"N","2017/06/01",704,65
"737",754,"AFV08","Cercado","C3","P","N","22.5","0","0",0,"N","2017/06/15",754,65
"738",794,"AFV08","Cercado","C3","P","N","22.5","0","0",0,"N","2017/06/29",794,65
"739",744,"AFV08","Cercado","C3","P","N","22.5","0","0",0,"N","2017/07/13",744,65
"740",764,"AFV08","Cercado","C3","P","N","22.5","0","0",0,"N","2017/08/15",764,65
"741",715,"AFV08","Cercado","C4","N","N","0","0","0",0,"N","2017/05/05",715,65
"742",725,"AFV08","Cercado","C4","N","N","0","0","0",0,"N","2017/05/07",725,65
"743",735,"AFV08","Cercado","C4","N","N","0","0","0",0,"N","2017/05/11",735,65
"744",775,"AFV08","Cercado","C4","N","N","0","0","0",0,"N","2017/05/18",775,65
"745",785,"AFV08","Cercado","C4","N","N","0","0","0",0,"N","2017/05/25",785,65
"746",705,"AFV08","Cercado","C4","N","N","0","0","0",0,"N","2017/06/01",705,65
"747",755,"AFV08","Cercado","C4","P","N","7","0","0",0,"N","2017/06/15",755,65
"748",795,"AFV08","Cercado","C4","P","N","7","0","0",0,"N","2017/06/29",795,65
"749",745,"AFV08","Cercado","C4","P","N","7","0","0",0,"N","2017/07/13",745,65
"750",765,"AFV08","Cercado","C4","P","N","7","0","0",0,"N","2017/08/15",765,65
"751",716,"AFV08","Cercado","C5","N","N","0","0","0",0,"N","2017/05/05",716,65
"752",726,"AFV08","Cercado","C5","N","N","0","0","0",0,"N","2017/05/07",726,65
"753",736,"AFV08","Cercado","C5","N","N","0","0","0",0,"N","2017/05/11",736,65
"754",776,"AFV08","Cercado","C5","S","N","20.3","0","0",0,"S","2017/05/18",776,65
"755",786,"AFV08","Cercado","C5","S","N","20.3","0","0",0,"N","2017/05/25",786,65
"756",706,"AFV08","Cercado","C5","S","N","20.3","0","0",0,"N","2017/06/01",706,65
"757",756,"AFV08","Cercado","C5","S","N","20.3","0","0",0,"S","2017/06/15",756,65
"758",796,"AFV08","Cercado","C5","S","N","20.3","0","0",0,"N","2017/06/29",796,65
"759",746,"AFV08","Cercado","C5","S","N","20.3","0","0",0,"N","2017/07/13",746,65
"760",766,"AFV08","Cercado","C5","S","N","20.3","0","0",0,"N","2017/08/15",766,65
"761",717,"AFV08","Cercado","C6","N","N","0","0","0",0,"N","2017/05/05",717,65
"762",727,"AFV08","Cercado","C6","N","N","0","0","0",0,"N","2017/05/07",727,65
"763",737,"AFV08","Cercado","C6","N","N","0","0","0",0,"N","2017/05/11",737,65
"764",777,"AFV08","Cercado","C6","P","N","5.2","0","0",0,"S","2017/05/18",777,65
"765",787,"AFV08","Cercado","C6","P","N","5.2","0","0",0,"N","2017/05/25",787,65
"766",707,"AFV08","Cercado","C6","P","N","5.2","0","0",0,"N","2017/06/01",707,65
"767",757,"AFV08","Cercado","C6","P","N","5.2","0","0",0,"N","2017/06/15",757,65
"768",797,"AFV08","Cercado","C6","P","N","5.2","0","0",0,"N","2017/06/29",797,65
"769",747,"AFV08","Cercado","C6","P","N","5.2","0","0",0,"N","2017/07/13",747,65
"770",767,"AFV08","Cercado","C6","P","N","5.2","0","0",0,"N","2017/08/15",767,65
"771",718,"AFV08","Cercado","C7","N","N","0","0","0",0,"N","2017/05/05",718,65
"772",728,"AFV08","Cercado","C7","N","N","0","0","0",0,"N","2017/05/07",728,65
"773",738,"AFV08","Cercado","C7","P","N","10","0","0",0,"S","2017/05/11",738,65
"774",778,"AFV08","Cercado","C7","P","N","10.4","0","0",0,"N","2017/05/18",778,65
"775",788,"AFV08","Cercado","C7","P","N","10.4","0","0",0,"N","2017/05/25",788,65
"776",708,"AFV08","Cercado","C7","P","N","10.4","0","0",0,"N","2017/06/01",708,65
"777",758,"AFV08","Cercado","C7","P","N","10.4","0","0",0,"N","2017/06/15",758,65
"778",798,"AFV08","Cercado","C7","P","N","10.4","0","0",0,"N","2017/06/29",798,65
"779",748,"AFV08","Cercado","C7","P","N","10.4","0","0",0,"N","2017/07/13",748,65
"780",768,"AFV08","Cercado","C7","P","N","10.4","0","0",0,"N","2017/08/15",768,65
"781",719,"AFV08","Cercado","C8","N","N","0","0","0",0,"N","2017/05/05",719,65
"782",729,"AFV08","Cercado","C8","N","N","0","0","0",0,"N","2017/05/07",729,65
"783",739,"AFV08","Cercado","C8","N","N","0","0","0",0,"N","2017/05/11",739,65
"784",779,"AFV08","Cercado","C8","N","N","0","0","0",0,"N","2017/05/18",779,65
"785",789,"AFV08","Cercado","C8","N","N","0","0","0",0,"N","2017/05/25",789,65
"786",709,"AFV08","Cercado","C8","N","N","0","0","0",0,"N","2017/06/01",709,65
"787",759,"AFV08","Cercado","C8","P","N","8","0","0",0,"S","2017/06/15",759,65
"788",799,"AFV08","Cercado","C8","P","N","8","0","0",0,"N","2017/06/29",799,65
"789",749,"AFV08","Cercado","C8","P","N","8","0","0",0,"N","2017/07/13",749,65
"790",769,"AFV08","Cercado","C8","P","N","8","0","0",0,"N","2017/08/15",769,65
"791",720,"AFV08","Cercado","C9","N","N","0","0","0",0,"N","2017/05/05",720,65
"792",730,"AFV08","Cercado","C9","N","N","0","0","0",0,"N","2017/05/07",730,65
"793",740,"AFV08","Cercado","C9","N","N","0","0","0",0,"N","2017/05/11",740,65
"794",780,"AFV08","Cercado","C9","D","N","5.4","0","0",0,"S","2017/05/18",780,65
"795",790,"AFV08","Cercado","C9","D","N","5.4","0","0",0,"N","2017/05/25",790,65
"796",710,"AFV08","Cercado","C9","D","N","5.4","0","0",0,"N","2017/06/01",710,65
"797",760,"AFV08","Cercado","C9","RP","N","5.4","0","0",0,"S","2017/06/15",760,65
"798",800,"AFV08","Cercado","C9","RP","N","5.4","0","0",0,"N","2017/06/29",800,65
"799",750,"AFV08","Cercado","C9","RP","N","5.4","0","0",0,"N","2017/07/13",750,65
"800",770,"AFV08","Cercado","C9","RP","N","5.4","0","0",0,"N","2017/08/15",770,65
"801",811,"AFV09","Cercado Acima","C1","N","N","0","0","0",0,"N","2017/05/05",811,37
"802",821,"AFV09","Cercado Acima","C1","N","N","0","0","0",0,"N","2017/05/07",821,37
"803",831,"AFV09","Cercado Acima","C1","N","N","0","0","0",0,"N","2017/05/11",831,37
"804",871,"AFV09","Cercado Acima","C1","N","N","0","0","0",0,"N","2017/05/18",871,37
"805",881,"AFV09","Cercado Acima","C1","P","N","9","0","0",0,"S","2017/05/25",881,37
"806",801,"AFV09","Cercado Acima","C1","P","N","9","0","0",0,"N","2017/06/01",801,37
"807",851,"AFV09","Cercado Acima","C1","P","N","9","0","0",0,"N","2017/06/15",851,37
"808",891,"AFV09","Cercado Acima","C1","P","N","9","0","0",0,"N","2017/06/29",891,37
"809",841,"AFV09","Cercado Acima","C1","P","N","9","0","0",0,"N","2017/07/13",841,37
"810",861,"AFV09","Cercado Acima","C1","P","N","9","0","0",0,"N","2017/08/15",861,37
"811",812,"AFV09","Cercado Acima","C10","N","N","0","0","0",0,"N","2017/05/05",812,37
"812",822,"AFV09","Cercado Acima","C10","N","N","0","0","0",0,"N","2017/05/07",822,37
"813",832,"AFV09","Cercado Acima","C10","S","N","11","0","0",0,"S","2017/05/11",832,37
"814",872,"AFV09","Cercado Acima","C10","S","N","11","0","0",0,"N","2017/05/18",872,37
"815",882,"AFV09","Cercado Acima","C10","S","N","11","0","0",0,"N","2017/05/25",882,37
"816",802,"AFV09","Cercado Acima","C10","S","N","11","0","0",0,"N","2017/06/01",802,37
"817",852,"AFV09","Cercado Acima","C10","S","N","11","0","0",0,"N","2017/06/15",852,37
"818",892,"AFV09","Cercado Acima","C10","S","N","11","0","0",0,"N","2017/06/29",892,37
"819",842,"AFV09","Cercado Acima","C10","S","N","11","0","0",0,"N","2017/07/13",842,37
"820",862,"AFV09","Cercado Acima","C10","S","N","11","0","0",0,"N","2017/08/15",862,37
"821",813,"AFV09","Cercado Acima","C2","N","N","0","0","0",0,"N","2017/05/05",813,37
"822",823,"AFV09","Cercado Acima","C2","N","N","0","0","0",0,"N","2017/05/07",823,37
"823",833,"AFV09","Cercado Acima","C2","N","N","0","0","0",0,"N","2017/05/11",833,37
"824",873,"AFV09","Cercado Acima","C2","N","N","0","0","0",0,"N","2017/05/18",873,37
"825",883,"AFV09","Cercado Acima","C2","D","S","10.2","0","0",0,"S","2017/05/25",883,37
"826",803,"AFV09","Cercado Acima","C2","S","S","10.2","0","0",0,"S","2017/06/01",803,37
"827",853,"AFV09","Cercado Acima","C2","S","S","10.2","0","0",0,"N","2017/06/15",853,37
"828",893,"AFV09","Cercado Acima","C2","S","S","10.2","0","0",0,"N","2017/06/29",893,37
"829",843,"AFV09","Cercado Acima","C2","S","S","10.2","0","0",0,"N","2017/07/13",843,37
"830",863,"AFV09","Cercado Acima","C2","S","S","10.2","0","0",0,"N","2017/08/15",863,37
"831",814,"AFV09","Cercado Acima","C3","N","N","0","0","0",0,"N","2017/05/05",814,37
"832",824,"AFV09","Cercado Acima","C3","N","N","0","0","0",0,"N","2017/05/07",824,37
"833",834,"AFV09","Cercado Acima","C3","N","N","0","0","0",0,"N","2017/05/11",834,37
"834",874,"AFV09","Cercado Acima","C3","N","N","0","0","0",0,"N","2017/05/18",874,37
"835",884,"AFV09","Cercado Acima","C3","P","N","6.4","0","0",0,"S","2017/05/25",884,37
"836",804,"AFV09","Cercado Acima","C3","P","N","6.4","0","0",0,"N","2017/06/01",804,37
"837",854,"AFV09","Cercado Acima","C3","P","N","6.4","0","0",0,"N","2017/06/15",854,37
"838",894,"AFV09","Cercado Acima","C3","P","N","6.4","0","0",0,"N","2017/06/29",894,37
"839",844,"AFV09","Cercado Acima","C3","P","N","6.4","0","0",0,"N","2017/07/13",844,37
"840",864,"AFV09","Cercado Acima","C3","P","N","6.4","0","0",0,"N","2017/08/15",864,37
"841",815,"AFV09","Cercado Acima","C4","N","N","0","0","0",0,"N","2017/05/05",815,37
"842",825,"AFV09","Cercado Acima","C4","N","N","0","0","0",0,"N","2017/05/07",825,37
"843",835,"AFV09","Cercado Acima","C4","N","N","0","0","0",0,"N","2017/05/11",835,37
"844",875,"AFV09","Cercado Acima","C4","N","N","0","0","0",0,"N","2017/05/18",875,37
"845",885,"AFV09","Cercado Acima","C4","S","N","7.1","0","0",0,"S","2017/05/25",885,37
"846",805,"AFV09","Cercado Acima","C4","S","N","7.1","0","0",0,"N","2017/06/01",805,37
"847",855,"AFV09","Cercado Acima","C4","S","N","7.1","0","0",0,"N","2017/06/15",855,37
"848",895,"AFV09","Cercado Acima","C4","S","N","7.1","0","0",0,"N","2017/06/29",895,37
